date,store_id,product_category,region,units_sold,revenue,discount,marketing_spend,holiday
2024-03-10,S001,Home,North,51,4936.48,10.0,702.76,0
2024-03-10,S001,Fashion,North,43,3443.86,10.0,207.89,0
2024-03-10,S002,Electronics,South,39,10615.14,5.0,623.62,0
2024-03-10,S002,Home,South,45,3635.69,15.0,605.39,0
2024-03-10,S002,Fashion,South,53,4897.53,5.0,581.36,0
2024-03-11,S001,Electronics,North,61,17471.65,20.0,142.27,0
2024-03-11,S001,Home,North,41,3288.33,10.0,1084.63,0
2024-03-11,S001,Fashion,North,42,2682.96,10.0,173.32,0
2024-03-11,S002,Electronics,South,39,7912.86,0.0,848.25,0
2024-03-11,S002,Home,South,29,1971.31,0.0,887.96,0
2024-03-11,S002,Fashion,South,42,1694.03,10.0,952.12,0
2024-03-12,S001,Electronics,North,45,11320.31,0.0,291.52,0
2024-03-12,S001,Home,North,34,3992.58,0.0,123.04,0
2024-03-12,S001,Fashion,North,37,1461.01,15.0,424.99,0
2024-03-12,S002,Electronics,South,52,18212.27,10.0,233.53,0
2024-03-12,S002,Home,South,38,4049.2,10.0,808.29,0
2024-03-12,S002,Fashion,South,51,4123.92,10.0,762.07,0
2024-03-13,S001,Electronics,North,49,18988.69,10.0,992.95,0
2024-03-13,S001,Home,North,29,2054.3,5.0,347.08,0
2024-03-13,S001,Fashion,North,43,3906.92,10.0,583.35,0
2024-03-13,S002,Electronics,South,44,16732.78,5.0,810.39,0
2024-03-13,S002,Home,South,46,3925.77,15.0,1047.51,0
2024-03-13,S002,Fashion,South,49,3676.83,15.0,606.59,0
2024-03-14,S001,Electronics,North,52,20866.29,10.0,954.09,0
2024-03-14,S001,Home,North,32,1701.93,0.0,1131.13,0
2024-03-14,S001,Fashion,North,40,2395.92,15.0,244.9,0
2024-03-14,S002,Electronics,South,58,16091.72,15.0,1024.77,0
2024-03-14,S002,Home,South,45,3851.99,10.0,749.38,0
2024-03-14,S002,Fashion,South,38,3108.43,10.0,1060.66,0
2024-03-15,S001,Electronics,North,43,15325.94,10.0,276.08,0
2024-03-15,S001,Home,North,32,2841.0,10.0,324.44,0
2024-03-15,S001,Fashion,North,47,3493.89,0.0,777.58,0
2024-03-15,S002,Electronics,South,41,6605.26,15.0,105.75,0
2024-03-15,S002,Home,South,36,2381.56,0.0,920.31,0
2024-03-15,S002,Fashion,South,40,3805.02,5.0,263.78,0
2024-03-16,S001,Electronics,North,60,23898.55,5.0,1195.97,0
2024-03-16,S001,Home,North,42,2913.09,5.0,752.35,0
2024-03-16,S001,Fashion,North,37,3460.82,0.0,865.18,0
2024-03-16,S002,Electronics,South,51,14222.7,10.0,202.29,0
2024-03-16,S002,Home,South,51,4327.49,0.0,806.56,0
2024-03-16,S002,Fashion,South,64,5437.39,10.0,763.84,0
2024-03-17,S001,Electronics,North,43,7156.81,15.0,396.8,0
2024-03-17,S001,Home,North,48,3941.87,15.0,467.66,0
2024-03-17,S001,Fashion,North,47,2379.6,10.0,967.48,0
2024-03-17,S002,Electronics,South,40,9582.61,0.0,577.42,0
2024-03-17,S002,Home,South,44,3399.44,15.0,758.05,0
2024-03-17,S002,Fashion,South,59,3704.75,0.0,964.22,0
2024-03-18,S001,Electronics,North,60,13099.09,5.0,1023.78,0
2024-03-18,S001,Home,North,45,1799.59,5.0,498.46,0
2024-03-18,S001,Fashion,North,43,1969.97,15.0,126.61,0
2024-03-18,S002,Electronics,South,39,10967.07,5.0,1134.75,0
2024-03-18,S002,Home,South,51,3322.99,15.0,1060.0,0
2024-03-18,S002,Fashion,South,35,1275.68,0.0,631.27,0
2024-03-19,S001,Electronics,North,60,20881.18,10.0,900.73,0
2024-03-19,S001,Home,North,34,1555.35,10.0,274.8,0
2024-03-19,S001,Fashion,North,47,2154.61,10.0,926.51,0
2024-03-19,S002,Electronics,South,49,9697.2,20.0,371.68,0
2024-03-19,S002,Home,South,50,1922.24,15.0,399.14,0
2024-03-19,S002,Fashion,South,37,1295.45,0.0,636.33,0
2024-03-20,S001,Electronics,North,31,8487.26,0.0,1097.08,0
2024-03-20,S001,Home,North,44,4096.54,0.0,1089.82,0
2024-03-20,S001,Fashion,North,40,3184.76,10.0,1159.73,0
2024-03-20,S002,Electronics,South,47,15923.4,5.0,1179.43,0
2024-03-20,S002,Home,South,40,3192.56,10.0,317.91,0
2024-03-20,S002,Fashion,South,37,1557.69,0.0,484.46,0
2024-03-21,S001,Electronics,North,43,13125.74,5.0,347.85,0
2024-03-21,S001,Home,North,46,3824.96,15.0,226.25,0
2024-03-21,S001,Fashion,North,38,2153.25,15.0,174.44,0
2024-03-21,S002,Electronics,South,42,18284.22,0.0,633.17,0
2024-03-21,S002,Home,South,30,2486.1,10.0,1034.97,0
2024-03-21,S002,Fashion,South,33,2343.01,0.0,699.98,0
2024-03-22,S001,Electronics,North,47,9495.11,10.0,987.04,0
2024-03-22,S001,Home,North,37,2564.77,15.0,463.24,0
2024-03-22,S001,Fashion,North,43,3976.61,15.0,325.37,0
2024-03-22,S002,Electronics,South,35,6916.18,0.0,949.21,0
2024-03-22,S002,Home,South,45,1743.76,20.0,610.32,0
2024-03-22,S002,Fashion,South,68,3493.06,15.0,822.46,0
2024-03-23,S001,Electronics,North,57,11743.24,20.0,953.17,0
2024-03-23,S001,Home,North,41,3349.29,10.0,972.14,0
2024-03-23,S001,Fashion,North,51,2065.73,5.0,977.71,0
2024-03-23,S002,Electronics,South,58,13090.41,15.0,865.49,0
2024-03-23,S002,Home,South,54,2364.68,20.0,1042.9,0
2024-03-23,S002,Fashion,South,52,1973.48,10.0,1083.39,0
2024-03-24,S001,Electronics,North,47,18659.55,10.0,584.36,0
2024-03-24,S001,Home,North,60,4484.81,20.0,559.54,0
2024-03-24,S001,Fashion,North,45,1934.04,0.0,798.14,0
2024-03-24,S002,Electronics,South,48,13927.59,10.0,113.87,0
2024-03-24,S002,Home,South,53,2477.43,15.0,891.29,0
2024-03-24,S002,Fashion,South,55,3425.07,15.0,1043.99,0
2024-03-25,S001,Electronics,North,55,15884.08,5.0,881.27,0
2024-03-25,S001,Home,North,38,3634.09,10.0,493.58,0
2024-03-25,S001,Fashion,North,42,1598.14,0.0,468.73,0
2024-03-25,S002,Electronics,South,42,11505.66,0.0,363.86,0
2024-03-25,S002,Home,South,50,2898.07,15.0,595.39,0
2024-03-25,S002,Fashion,South,57,5557.25,10.0,1025.59,0
2024-03-26,S001,Electronics,North,36,13151.1,0.0,797.56,0
2024-03-26,S001,Home,North,37,4012.98,0.0,176.61,0
2024-03-26,S001,Fashion,North,50,3635.11,15.0,349.9,0
2024-03-26,S002,Electronics,South,37,8345.1,5.0,663.92,0
2024-03-26,S002,Home,South,35,3647.4,5.0,136.51,0
2024-03-26,S002,Fashion,South,52,3677.39,15.0,942.67,0
2024-03-27,S001,Electronics,North,55,9238.55,20.0,386.32,0
2024-03-27,S001,Home,North,51,5010.68,10.0,591.76,0
2024-03-27,S001,Fashion,North,39,3304.58,5.0,701.31,0
2024-03-27,S002,Electronics,South,49,19167.07,5.0,1109.88,0
2024-03-27,S002,Home,South,49,1624.47,20.0,421.44,0
2024-03-27,S002,Fashion,South,56,2588.49,15.0,1159.09,0
2024-03-28,S001,Electronics,North,50,9788.05,5.0,1012.33,0
2024-03-28,S001,Home,North,43,3332.56,0.0,366.08,0
2024-03-28,S001,Fashion,North,36,2898.36,10.0,431.39,0
2024-03-28,S002,Electronics,South,42,13779.74,20.0,152.96,0
2024-03-28,S002,Home,South,42,3914.8,10.0,834.59,0
2024-03-28,S002,Fashion,South,38,3749.52,10.0,138.14,0
2024-03-29,S001,Electronics,North,46,8501.14,10.0,1041.27,0
2024-03-29,S001,Home,North,46,4402.6,10.0,1100.59,0
2024-03-29,S001,Fashion,North,32,1594.24,10.0,1066.88,0
2024-03-29,S002,Electronics,South,54,15721.64,15.0,578.06,0
2024-03-29,S002,Home,South,51,4231.42,5.0,1081.78,0
2024-03-29,S002,Fashion,South,49,3478.47,0.0,872.9,0
2024-03-30,S001,Electronics,North,53,21984.99,5.0,214.65,0
2024-03-30,S001,Home,North,50,3421.3,15.0,760.72,0
2024-03-30,S001,Fashion,North,42,2847.58,0.0,797.51,0
2024-03-30,S002,Electronics,South,29,7387.46,0.0,150.21,0
2024-03-30,S002,Home,South,40,3376.77,5.0,1168.69,0
2024-03-30,S002,Fashion,South,42,2995.68,0.0,408.75,0
2024-03-31,S001,Electronics,North,34,13487.74,0.0,106.06,0
2024-03-31,S001,Home,North,43,2456.64,10.0,729.25,0
2024-03-31,S001,Fashion,North,54,2006.19,5.0,1124.93,0
2024-03-31,S002,Electronics,South,41,15351.88,10.0,479.75,0
2024-03-31,S002,Home,South,45,2820.79,15.0,642.9,0
2024-03-31,S002,Fashion,South,46,3206.11,20.0,552.12,0
2024-04-01,S001,Electronics,North,43,10194.28,5.0,768.7,0
2024-04-01,S001,Home,North,37,3161.08,10.0,165.48,0
2024-04-01,S001,Fashion,North,24,904.75,5.0,225.94,0
2024-04-01,S002,Electronics,South,45,7618.33,15.0,560.84,0
2024-04-01,S002,Home,South,34,3045.68,5.0,188.2,0
2024-04-01,S002,Fashion,South,46,1275.55,10.0,498.11,0
2024-04-02,S001,Electronics,North,61,18323.07,20.0,799.71,0
2024-04-02,S001,Home,North,44,1595.11,20.0,232.61,0
2024-04-02,S001,Fashion,North,39,2090.53,0.0,687.36,0
2024-04-02,S002,Electronics,South,46,7940.92,10.0,634.6,0
2024-04-02,S002,Home,South,44,3650.46,10.0,235.3,0
2024-04-02,S002,Fashion,South,43,2492.07,10.0,1030.16,0
2024-04-03,S001,Electronics,North,52,14846.34,5.0,840.26,0
2024-04-03,S001,Home,North,43,3969.51,15.0,978.22,0
2024-04-03,S001,Fashion,North,51,2892.16,5.0,1108.3,0
2024-04-03,S002,Electronics,South,41,12750.55,15.0,761.18,0
2024-04-03,S002,Home,South,26,2891.4,0.0,512.01,0
2024-04-03,S002,Fashion,South,36,1153.29,0.0,480.47,0
2024-04-04,S001,Electronics,North,46,12030.83,10.0,810.4,0
2024-04-04,S001,Home,North,37,2945.8,10.0,442.34,0
2024-04-04,S001,Fashion,North,37,3147.29,0.0,501.05,0
2024-04-04,S002,Electronics,South,45,7591.11,10.0,254.61,0
2024-04-04,S002,Home,South,44,1495.17,20.0,656.0,0
2024-04-04,S002,Fashion,South,37,1179.12,0.0,526.79,0
2024-04-05,S001,Electronics,North,54,10271.98,10.0,931.83,0
2024-04-05,S001,Home,North,41,4326.27,5.0,1151.51,0
2024-04-05,S001,Fashion,North,48,2482.31,15.0,763.24,0
2024-04-05,S002,Electronics,South,48,9573.95,10.0,474.43,0
2024-04-05,S002,Home,South,45,3047.03,10.0,709.08,0
2024-04-05,S002,Fashion,South,42,1818.24,5.0,432.57,0
2024-04-06,S001,Electronics,North,28,8956.92,5.0,163.41,0
2024-04-06,S001,Home,North,44,3766.13,5.0,253.12,0
2024-04-06,S001,Fashion,North,54,4086.19,5.0,637.79,0
2024-04-06,S002,Electronics,South,53,9599.43,5.0,321.44,0
2024-04-06,S002,Home,South,48,3571.38,10.0,623.1,0
2024-04-06,S002,Fashion,South,51,4755.28,0.0,1056.97,0
2024-04-07,S001,Electronics,North,50,18482.88,15.0,237.3,0
2024-04-07,S001,Home,North,40,4265.24,10.0,263.68,0
2024-04-07,S001,Fashion,North,43,1932.13,15.0,631.75,0
2024-04-07,S002,Electronics,South,55,13294.11,15.0,323.55,0
2024-04-07,S002,Home,South,53,5650.5,10.0,662.4,0
2024-04-07,S002,Fashion,South,54,4184.35,15.0,548.34,0
2024-04-08,S001,Electronics,North,53,17408.16,20.0,730.88,0
2024-04-08,S001,Home,North,42,3978.67,15.0,583.06,0
2024-04-08,S001,Fashion,North,46,3132.98,15.0,168.7,0
2024-04-08,S002,Electronics,South,29,8953.68,0.0,1119.02,0
2024-04-08,S002,Home,South,41,2228.71,15.0,856.49,0
2024-04-08,S002,Fashion,South,48,2133.87,15.0,494.59,0
2024-04-09,S001,Electronics,North,56,11627.72,20.0,331.78,0
2024-04-09,S001,Home,North,41,3719.6,15.0,115.75,0
2024-04-09,S001,Fashion,North,46,3803.43,0.0,914.52,0
2024-04-09,S002,Electronics,South,58,17041.68,15.0,942.73,0
2024-04-09,S002,Home,South,35,2285.91,10.0,197.47,0
2024-04-09,S002,Fashion,South,32,1181.95,5.0,172.61,0
2024-04-10,S001,Electronics,North,46,7387.7,20.0,989.06,0
2024-04-10,S001,Home,North,45,3693.68,15.0,650.69,0
2024-04-10,S001,Fashion,North,24,1166.18,0.0,155.25,0
2024-04-10,S002,Electronics,South,44,16115.34,15.0,409.1,0
2024-04-10,S002,Home,South,44,2044.5,20.0,545.61,0
2024-04-10,S002,Fashion,South,40,2504.94,20.0,804.52,0
2024-04-11,S001,Electronics,North,28,8522.22,10.0,493.6,0
2024-04-11,S001,Home,North,37,3500.55,0.0,787.26,0
2024-04-11,S001,Fashion,North,48,3027.36,15.0,366.12,0
2024-04-11,S002,Electronics,South,45,17520.46,0.0,672.19,0
2024-04-11,S002,Home,South,34,2765.16,10.0,398.55,0
2024-04-11,S002,Fashion,South,40,1883.84,15.0,159.77,0
2024-04-12,S001,Electronics,North,40,14638.37,10.0,100.15,0
2024-04-12,S001,Home,North,30,2978.17,0.0,104.2,0
2024-04-12,S001,Fashion,North,28,2727.67,0.0,447.9,0
2024-04-12,S002,Electronics,South,44,15738.12,15.0,444.68,0
2024-04-12,S002,Home,South,48,1810.3,20.0,577.2,0
2024-04-12,S002,Fashion,South,46,2525.89,10.0,855.72,0
2024-04-13,S001,Electronics,North,58,21733.06,15.0,795.98,0
2024-04-13,S001,Home,North,63,4848.64,20.0,937.14,0
2024-04-13,S001,Fashion,North,46,1557.32,0.0,427.86,0
2024-04-13,S002,Electronics,South,59,14873.11,20.0,496.06,0
2024-04-13,S002,Home,South,42,2630.32,10.0,576.0,0
2024-04-13,S002,Fashion,South,41,2206.71,15.0,157.59,0
2024-04-14,S001,Electronics,North,58,15160.54,15.0,1004.4,0
2024-04-14,S001,Home,North,38,3580.55,0.0,1068.17,0
2024-04-14,S001,Fashion,North,51,4316.3,5.0,768.53,0
2024-04-14,S002,Electronics,South,40,10320.67,10.0,447.19,0
2024-04-14,S002,Home,South,41,2846.34,0.0,884.53,0
2024-04-14,S002,Fashion,South,43,3064.56,0.0,163.9,0
2024-04-15,S001,Electronics,North,47,12507.28,15.0,394.35,0
2024-04-15,S001,Home,North,33,2602.03,10.0,544.72,0
2024-04-15,S001,Fashion,North,39,2955.54,10.0,110.92,0
2024-04-15,S002,Electronics,South,52,17180.04,15.0,443.05,0
2024-04-15,S002,Home,South,51,2024.36,20.0,673.43,0
2024-04-15,S002,Fashion,South,39,2085.12,0.0,392.14,0
2024-04-16,S001,Electronics,North,43,6980.14,10.0,950.46,0
2024-04-16,S001,Home,North,29,3078.12,10.0,429.78,0
2024-04-16,S001,Fashion,North,43,3974.49,0.0,1031.77,0
2024-04-16,S002,Electronics,South,46,11440.1,5.0,603.8,0
2024-04-16,S002,Home,South,29,2894.07,0.0,172.26,0
2024-04-16,S002,Fashion,South,28,2985.45,0.0,621.19,0
2024-04-17,S001,Electronics,North,55,20567.54,15.0,1137.0,0
2024-04-17,S001,Home,North,34,1874.39,5.0,183.17,0
2024-04-17,S001,Fashion,North,43,3279.35,0.0,315.42,0
2024-04-17,S002,Electronics,South,50,14947.58,15.0,261.66,0
2024-04-17,S002,Home,South,34,3470.01,10.0,526.98,0
2024-04-17,S002,Fashion,South,35,3188.16,10.0,419.55,0
2024-04-18,S001,Electronics,North,39,8433.91,0.0,878.49,0
2024-04-18,S001,Home,North,58,3098.15,10.0,1153.73,0
2024-04-18,S001,Fashion,North,43,3659.37,10.0,650.66,0
2024-04-18,S002,Electronics,South,45,12022.84,10.0,605.63,0
2024-04-18,S002,Home,South,21,923.96,0.0,148.29,0
2024-04-18,S002,Fashion,South,53,3962.34,20.0,1028.01,0
2024-04-19,S001,Electronics,North,36,10727.6,0.0,1039.16,0
2024-04-19,S001,Home,North,38,3411.92,0.0,752.92,0
2024-04-19,S001,Fashion,North,46,4166.9,0.0,1179.3,0
2024-04-19,S002,Electronics,South,44,14808.4,10.0,277.84,0
2024-04-19,S002,Home,South,32,2453.96,10.0,372.07,0
2024-04-19,S002,Fashion,South,50,1393.57,10.0,948.79,0
2024-04-20,S001,Electronics,North,32,8112.27,5.0,109.94,0
2024-04-20,S001,Home,North,57,2307.77,15.0,1032.85,0
2024-04-20,S001,Fashion,North,56,2210.89,0.0,571.57,0
2024-04-20,S002,Electronics,South,41,16681.25,5.0,417.77,0
2024-04-20,S002,Home,South,42,2998.66,0.0,1192.58,0
2024-04-20,S002,Fashion,South,67,5685.58,20.0,929.69,0
2024-04-21,S001,Electronics,North,41,12943.08,5.0,734.83,0
2024-04-21,S001,Home,North,50,2665.44,10.0,494.44,0
2024-04-21,S001,Fashion,North,53,2021.13,20.0,310.75,0
2024-04-21,S002,Electronics,South,31,7046.61,0.0,142.82,0
2024-04-21,S002,Home,South,48,3416.77,5.0,1053.45,0
2024-04-21,S002,Fashion,South,55,4489.75,10.0,738.1,0
2024-04-22,S001,Electronics,North,41,15217.71,5.0,410.75,0
2024-04-22,S001,Home,North,46,2333.9,10.0,623.97,0
2024-04-22,S001,Fashion,North,45,2095.47,0.0,750.24,0
2024-04-22,S002,Electronics,South,34,14756.4,0.0,178.27,0
2024-04-22,S002,Home,South,40,2529.86,5.0,657.61,0
2024-04-22,S002,Fashion,South,52,3640.84,15.0,862.98,0
2024-04-23,S001,Electronics,North,36,9021.24,15.0,266.75,0
2024-04-23,S001,Home,North,31,3138.56,0.0,141.33,0
2024-04-23,S001,Fashion,North,32,3278.53,5.0,100.01,0
2024-04-23,S002,Electronics,South,42,10456.37,5.0,348.74,0
2024-04-23,S002,Home,South,36,3576.66,0.0,353.46,0
2024-04-23,S002,Fashion,South,38,1957.86,5.0,1033.27,0
2024-04-24,S001,Electronics,North,46,10954.02,15.0,457.82,0
2024-04-24,S001,Home,North,51,5149.49,15.0,1092.13,0
2024-04-24,S001,Fashion,North,55,1895.45,5.0,929.67,0
2024-04-24,S002,Electronics,South,57,10909.81,15.0,698.95,0
2024-04-24,S002,Home,South,47,2695.56,10.0,958.69,0
2024-04-24,S002,Fashion,South,41,1331.31,15.0,885.87,0
2024-04-25,S001,Electronics,North,51,18517.29,10.0,665.24,0
2024-04-25,S001,Home,North,45,2942.85,15.0,866.93,0
2024-04-25,S001,Fashion,North,53,2476.86,10.0,1113.09,0
2024-04-25,S002,Electronics,South,47,12842.39,0.0,987.78,0
2024-04-25,S002,Home,South,47,3690.99,20.0,469.17,0
2024-04-25,S002,Fashion,South,56,3122.59,20.0,718.28,0
2024-04-26,S001,Electronics,North,44,12486.14,0.0,518.57,0
2024-04-26,S001,Home,North,43,1495.39,15.0,127.71,0
2024-04-26,S001,Fashion,North,44,3040.92,20.0,874.07,0
2024-04-26,S002,Electronics,South,49,19452.49,10.0,998.84,0
2024-04-26,S002,Home,South,40,1956.26,10.0,156.84,0
2024-04-26,S002,Fashion,South,50,2777.59,10.0,980.0,0
2024-04-27,S001,Electronics,North,44,9660.88,15.0,244.89,0
2024-04-27,S001,Home,North,45,4201.25,10.0,1058.56,0
2024-04-27,S001,Fashion,North,55,5073.1,10.0,375.51,0
2024-04-27,S002,Electronics,South,44,7682.23,10.0,113.37,0
2024-04-27,S002,Home,South,38,3238.29,5.0,703.74,0
2024-04-27,S002,Fashion,South,44,2332.35,15.0,467.45,0
2024-04-28,S001,Electronics,North,43,13343.3,15.0,175.19,0
2024-04-28,S001,Home,North,28,1957.58,0.0,465.7,0
2024-04-28,S001,Fashion,North,62,2562.3,10.0,1138.89,0
2024-04-28,S002,Electronics,South,58,10223.37,15.0,560.17,0
2024-04-28,S002,Home,South,43,1854.6,5.0,405.64,0
2024-04-28,S002,Fashion,South,44,4736.78,0.0,670.57,0
2024-04-29,S001,Electronics,North,46,12853.78,5.0,224.63,0
2024-04-29,S001,Home,North,42,2439.57,5.0,481.18,0
2024-04-29,S001,Fashion,North,36,2674.31,10.0,325.87,0
2024-04-29,S002,Electronics,South,47,8493.18,10.0,1165.39,0
2024-04-29,S002,Home,South,39,2743.22,20.0,183.14,0
2024-04-29,S002,Fashion,South,44,2035.13,10.0,786.01,0
2024-04-30,S001,Electronics,North,53,15721.5,20.0,116.62,0
2024-04-30,S001,Home,North,32,1875.31,5.0,771.01,0
2024-04-30,S001,Fashion,North,52,2042.51,15.0,757.44,0
2024-04-30,S002,Electronics,South,54,16690.63,15.0,746.34,0
2024-04-30,S002,Home,South,24,1824.49,0.0,548.97,0
2024-04-30,S002,Fashion,South,50,4616.25,5.0,1153.34,0
2024-05-01,S001,Electronics,North,44,8118.35,10.0,307.39,0
2024-05-01,S001,Home,North,48,2869.31,20.0,923.22,0
2024-05-01,S001,Fashion,North,49,3771.25,5.0,384.58,0
2024-05-01,S002,Electronics,South,56,9742.56,15.0,366.22,0
2024-05-01,S002,Home,South,35,1834.52,15.0,319.2,0
2024-05-01,S002,Fashion,South,32,2134.89,0.0,372.32,0
2024-05-02,S001,Electronics,North,47,18480.98,10.0,906.01,0
2024-05-02,S001,Home,North,49,4408.18,15.0,1022.34,0
2024-05-02,S001,Fashion,North,52,4185.35,10.0,1125.98,0
2024-05-02,S002,Electronics,South,43,7681.33,10.0,911.71,0
2024-05-02,S002,Home,South,52,2558.74,20.0,508.22,0
2024-05-02,S002,Fashion,South,60,4249.17,15.0,505.29,0
2024-05-03,S001,Electronics,North,43,14337.36,10.0,966.13,0
2024-05-03,S001,Home,North,41,3581.29,5.0,570.36,0
2024-05-03,S001,Fashion,North,40,2620.54,0.0,1129.91,0
2024-05-03,S002,Electronics,South,44,13196.7,5.0,124.1,0
2024-05-03,S002,Home,South,33,2744.69,10.0,161.79,0
2024-05-03,S002,Fashion,South,45,1927.67,0.0,386.26,0
2024-05-04,S001,Electronics,North,42,16792.19,0.0,177.54,0
2024-05-04,S001,Home,North,45,2841.07,0.0,853.65,0
2024-05-04,S001,Fashion,North,60,3513.05,0.0,440.79,0
2024-05-04,S002,Electronics,South,56,18711.99,15.0,489.17,0
2024-05-04,S002,Home,South,50,2734.16,20.0,438.58,0
2024-05-04,S002,Fashion,South,59,4724.98,20.0,656.2,0
2024-05-05,S001,Electronics,North,41,9049.76,5.0,212.82,0
2024-05-05,S001,Home,North,68,6550.4,10.0,1044.7,0
2024-05-05,S001,Fashion,North,70,2548.34,15.0,1044.64,0
2024-05-05,S002,Electronics,South,37,13592.56,0.0,841.01,0
2024-05-05,S002,Home,South,43,3491.37,0.0,352.56,0
2024-05-05,S002,Fashion,South,46,1450.39,0.0,277.5,0
2024-05-06,S001,Electronics,North,43,7618.6,15.0,282.32,0
2024-05-06,S001,Home,North,30,2392.75,10.0,344.6,0
2024-05-06,S001,Fashion,North,27,1284.24,0.0,369.89,0
2024-05-06,S002,Electronics,South,49,14568.75,10.0,1155.85,0
2024-05-06,S002,Home,South,48,4385.43,5.0,557.35,0
2024-05-06,S002,Fashion,South,43,2436.42,10.0,288.86,0
2024-05-07,S001,Electronics,North,45,13912.65,10.0,1057.58,0
2024-05-07,S001,Home,North,34,1661.1,5.0,228.92,0
2024-05-07,S001,Fashion,North,46,2131.88,0.0,861.28,0
2024-05-07,S002,Electronics,South,43,7552.9,5.0,658.59,0
2024-05-07,S002,Home,South,53,4784.53,0.0,972.03,0
2024-05-07,S002,Fashion,South,37,1082.56,5.0,857.49,0
2024-05-08,S001,Electronics,North,52,19080.27,10.0,895.79,0
2024-05-08,S001,Home,North,40,3926.34,5.0,633.6,0
2024-05-08,S001,Fashion,North,33,2013.86,0.0,596.42,0
2024-05-08,S002,Electronics,South,56,10525.21,20.0,983.89,0
2024-05-08,S002,Home,South,44,4392.45,15.0,173.67,0
2024-05-08,S002,Fashion,South,26,840.73,10.0,173.22,0
2024-05-09,S001,Electronics,North,38,7733.59,15.0,513.02,0
2024-05-09,S001,Home,North,40,1728.89,5.0,485.57,0
2024-05-09,S001,Fashion,North,48,3745.49,10.0,506.53,0
2024-05-09,S002,Electronics,South,44,15780.81,0.0,109.2,0
2024-05-09,S002,Home,South,38,3187.19,0.0,632.39,0
2024-05-09,S002,Fashion,South,47,3064.05,15.0,173.11,0
2024-05-10,S001,Electronics,North,54,10001.04,15.0,960.16,0
2024-05-10,S001,Home,North,51,4561.55,10.0,838.27,0
2024-05-10,S001,Fashion,North,37,3798.36,0.0,286.87,0
2024-05-10,S002,Electronics,South,53,17010.58,10.0,934.59,0
2024-05-10,S002,Home,South,39,2734.77,10.0,1078.04,0
2024-05-10,S002,Fashion,South,46,2018.08,5.0,888.04,0
2024-05-11,S001,Electronics,North,37,15729.31,0.0,445.21,0
2024-05-11,S001,Home,North,32,1477.05,0.0,657.77,0
2024-05-11,S001,Fashion,North,53,4717.76,5.0,865.77,0
2024-05-11,S002,Electronics,South,51,11534.52,10.0,399.14,0
2024-05-11,S002,Home,South,44,2188.86,10.0,1132.98,0
2024-05-11,S002,Fashion,South,41,3182.59,0.0,864.11,0
2024-05-12,S001,Electronics,North,48,16650.57,10.0,391.1,0
2024-05-12,S001,Home,North,41,3932.55,0.0,306.49,0
2024-05-12,S001,Fashion,North,48,1510.2,5.0,505.18,0
2024-05-12,S002,Electronics,South,37,14848.7,5.0,833.53,0
2024-05-12,S002,Home,South,50,2846.23,5.0,1076.93,0
2024-05-12,S002,Fashion,South,47,1766.89,0.0,734.37,0
2024-05-13,S001,Electronics,North,55,21509.56,5.0,1198.78,0
2024-05-13,S001,Home,North,44,1902.03,0.0,1197.39,0
2024-05-13,S001,Fashion,North,37,3429.87,0.0,552.31,0
2024-05-13,S002,Electronics,South,44,14908.9,5.0,722.8,0
2024-05-13,S002,Home,South,35,3534.45,0.0,355.22,0
2024-05-13,S002,Fashion,South,50,3381.39,15.0,142.83,0
2024-05-14,S001,Electronics,North,50,15158.55,10.0,719.73,0
2024-05-14,S001,Home,North,55,3524.18,15.0,1189.75,0
2024-05-14,S001,Fashion,North,47,4654.97,5.0,878.14,0
2024-05-14,S002,Electronics,South,41,12560.32,5.0,1122.05,0
2024-05-14,S002,Home,South,47,3288.22,20.0,332.8,0
2024-05-14,S002,Fashion,South,45,3401.31,10.0,158.68,0
2024-05-15,S001,Electronics,North,58,20289.29,5.0,845.28,0
2024-05-15,S001,Home,North,39,1945.0,5.0,813.5,0
2024-05-15,S001,Fashion,North,49,2928.85,10.0,799.53,0
2024-05-15,S002,Electronics,South,47,9021.78,15.0,834.54,0
2024-05-15,S002,Home,South,48,4367.74,15.0,121.06,0
2024-05-15,S002,Fashion,South,59,3439.69,20.0,983.09,0
2024-05-16,S001,Electronics,North,46,11134.47,5.0,637.35,0
2024-05-16,S001,Home,North,38,2990.01,10.0,1113.44,0
2024-05-16,S001,Fashion,North,36,1323.55,0.0,490.42,0
2024-05-16,S002,Electronics,South,49,17425.82,15.0,767.53,0
2024-05-16,S002,Home,South,40,2516.86,0.0,824.95,0
2024-05-16,S002,Fashion,South,49,1270.16,20.0,982.9,0
2024-05-17,S001,Electronics,North,52,19131.59,10.0,1087.1,0
2024-05-17,S001,Home,North,35,1508.26,5.0,168.63,0
2024-05-17,S001,Fashion,North,51,1546.85,15.0,1172.88,0
2024-05-17,S002,Electronics,South,34,10426.4,0.0,331.87,0
2024-05-17,S002,Home,South,30,3535.38,0.0,395.42,0
2024-05-17,S002,Fashion,South,52,2711.46,20.0,935.22,0
2024-05-18,S001,Electronics,North,41,8460.77,15.0,406.21,0
2024-05-18,S001,Home,North,33,2145.14,5.0,242.65,0
2024-05-18,S001,Fashion,North,50,2087.69,0.0,841.39,0
2024-05-18,S002,Electronics,South,45,8484.99,15.0,476.91,0
